AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BEDROOM,SALES_PRICE
Adyar,1124,180,1,1,3,AbNormal,No,House,AllPub,Gravel,C,4.2,3.5,7870685
Velachery,1654,8,2,1,4,AdjLand,Yes,Others,NoSeWa,Paved,I,2.5,3.5,10246160
Velachery,1722,34,2,1,4,Family,Yes,Commercial,NoSewr ,Paved,A,4.7,4.7,13217550
Chrompet,833,194,1,1,3,Normal Sale,Yes,Commercial,ELO,No Access,RM,3.3,4.8,11265800
Karapakkam,529,6,1,1,2,AbNormal,Yes,Others,ELO,Gravel,A,2.6,3.5,4168625
Karapakkam,1640,3,2,2,4,AbNormal,No,Commercial,ELO,Gravel,C,3.7,2.1,11001750
Adyar,1271,95,2,2,4,AbNormal,No,Others,NoSeWa,Gravel,C,2,5,9226180
Velachery,1628,2,2,1,4,AdjLand,No,House,AllPub,No Access,C,4.3,2.7,7195550
T Nagar,1553,139,1,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RH,3.4,2.1,18365420
Karapakkam,633,10,1,1,2,Normal Sale,No,Commercial,NoSewr ,No Access,RH,4,4.8,5648000
Chrompet,796,148,1,1,2,Normal Sale,Yes,Others,AllPub,Paved,RL,4.3,4.8,8992520
Velachery,1794,158,2,1,4,AdjLand,No,Others,ELO,Gravel,RH,3.8,2.1,10485480
Velachery,1726,29,2,1,4,AbNormal,Yes,House,ELO,No Access,C,4.1,3.9,8001610
Velachery,1644,70,2,1,4,Normal Sale,Yes,House,AllPub,No Access,RM,2.5,2.7,10138550
KK Nagar,2471,15,4,2,6,AdjLand,No,House,AllPub,Gravel,RL,2.3,3.2,12529240
Karapakkam,1122,199,1,1,3,Family,Yes,Others,ELO,Paved,RM,4.6,2.6,8904750
Anna Nagar,1906,46,2,1,5,Partial,Yes,Others,NoSewr ,Gravel,RH,4.9,4,14737720
KK Nagar,1420,161,2,1,4,Normal Sale,No,Commercial,AllPub,Gravel,RM,4.4,4.1,13798400
Velachery,1755,78,2,1,4,AdjLand,Yes,Commercial,AllPub,Gravel,A,4.7,3.1,14615700
Velachery,1686,177,2,1,4,Partial,No,Commercial,NoSewr ,No Access,RL,3.3,4.3,13495120
KK Nagar,2053,53,3,2,5,Normal Sale,No,Others,AllPub,Paved,RM,3,4.4,12034000
Anna Nagar,1772,57,1,1,4,AdjLand,No,Commercial,ELO,Paved,RM,3.5,3.9,20334690
Chrompet,918,189,1,1,3,Partial,No,Commercial,AllPub,Paved,RH,4.7,4.4,10781300
Chrompet,861,148,1,1,3,AbNormal,Yes,House,AllPub,Gravel,RL,4.7,2,9512550
Karapakkam,1091,31,1,1,3,AdjLand,No,Commercial,NoSeWa,Gravel,I,2.6,3.8,8994500
Chrompet,1093,53,1,1,3,Partial,Yes,House,ELO,Gravel,RL,2.7,4.1,9354900
Velachery,1860,57,3,2,5,Partial,Yes,Commercial,NoSewr ,Gravel,A,2.6,3.7,14830590
Velachery,1908,187,3,2,5,Partial,No,Others,NoSewr ,Gravel,RH,4.8,3.7,10195310
Velachery,1555,59,2,1,4,Normal Sale,No,Commercial,AllPub,No Access,RL,4.1,3,13027020
Chrompet,1139,180,1,1,3,Family,No,Others,ELO,Paved,RH,5,4.8,8602280
Adyar,982,151,1,1,3,Partial,Yes,House,NoSeWa,No Access,C,2.9,4.1,6515045
Chrompet,875,55,1,1,3,AbNormal,Yes,House,AllPub,Gravel,RM,2,3.6,9749000
Karapakkam,1631,1,2,2,4,AbNormal,Yes,House,ELO,Gravel,RH,4.2,2.8,9009500
Velachery,1615,168,2,1,4,Family,Yes,Others,ELO,Gravel,RH,3.4,4.3,10873880
Chrompet,942,94,1,1,3,AbNormal,No,House,ELO,No Access,RM,3.4,2.4,8017350
Karapakkam,1537,146,2,2,4,AdjLand,No,House,NoSewr ,Gravel,RL,4.6,2.6,8474250
Adyar,961,111,1,1,3,Normal Sale,No,Commercial,NoSeWa,Gravel,RL,3.9,4.4,12505440
Velachery,1901,93,3,2,5,Partial,Yes,House,ELO,Paved,A,2.3,3.7,8567050
Karapakkam,641,121,1,1,2,Family,No,House,AllPub,No Access,I,2.5,3.9,4256250
Velachery,1538,124,2,1,4,Family,No,Commercial,NoSewr ,No Access,C,2.9,4.8,11133440
Chrompet,1188,141,1,1,3,Family,Yes,House,ELO,No Access,RM,2.9,2.4,9884750
Chrompet,1068,9,1,1,3,AbNormal,No,Commercial,ELO,No Access,RM,3.6,3.3,12443800
Chrompet,1034,170,1,1,3,AbNormal,Yes,House,AllPub,Paved,RH,4.7,2.2,8445450
Adyar,619,140,1,1,2,Normal Sale,Yes,Others,ELO,No Access,RL,4.1,4.7,7387625
T Nagar,1762,46,1,1,4,AdjLand,No,Commercial,AllPub,No Access,RL,4.9,3.4,19848170
Chrompet,1100,142,1,1,3,Partial,Yes,House,NoSewr ,No Access,RH,2.4,2.2,8224000
Velachery,1860,29,3,2,5,Normal Sale,Yes,Commercial,NoSeWa,No Access,C,4.1,2.8,13473750
Adyar,753,55,1,1,2,AdjLand,Yes,Others,NoSeWa,Gravel,I,3.5,4.3,8728635
Anna Nagar,1636,71,1,1,4,Partial,Yes,House,NoSewr ,Gravel,RH,4.9,2.1,11781050
KK Nagar,2074,68,3,2,5,Normal Sale,Yes,House,NoSeWa,Gravel,RL,4.9,2.2,11739740
T Nagar,1533,107,1,1,4,AdjLand,No,Others,NoSewr ,No Access,RM,4.7,3,12613410
Velachery,1530,115,2,1,4,AdjLand,No,Commercial,NoSewr ,Paved,I,2,3.9,12656590
Chrompet,825,73,1,1,3,Partial,Yes,Commercial,NoSeWa,Gravel,RL,3.2,3.8,11585000
Velachery,1794,109,2,1,4,Family,No,House,ELO,Paved,I,2.3,4.1,8474920
Karapakkam,1267,87,1,1,3,Partial,Yes,Commercial,NoSewr ,No Access,C,2.8,4.5,8965500
KK Nagar,1891,170,3,2,5,Family,Yes,Commercial,AllPub,Gravel,RH,4.7,4.8,16077100
Anna Nagar,1896,134,2,1,5,Normal Sale,Yes,Commercial,ELO,Gravel,RH,2.7,3.1,21750600
Chrompet,1223,161,2,1,4,AbNormal,No,Others,AllPub,No Access,RM,2.3,4.4,9818010
KK Nagar,1724,197,2,1,4,Family,Yes,Commercial,NoSewr ,Gravel,RM,4.1,3.8,16196760
Adyar,1072,192,1,1,3,Family,Yes,Commercial,ELO,No Access,C,2.6,4.7,11547935
Adyar,634,191,1,1,2,AdjLand,No,House,NoSewr ,No Access,RL,3,4.5,6690720
Velachery,1767,26,2,1,4,Partial,Yes,House,NoSeWa,Gravel,RH,4.9,3,9755310
Chrompet,1273,86,2,1,4,Partial,No,Others,NoSewr ,Paved,RM,3.4,2.2,9991510
Karapakkam,1275,91,1,1,3,Family,Yes,Others,NoSeWa,Paved,C,2.6,4.5,6909125
Karapakkam,1047,148,1,1,3,AbNormal,Yes,Commercial,NoSeWa,No Access,A,4,3.1,7065000
Anna Nagar,1597,187,1,1,4,Partial,Yes,House,ELO,Paved,RM,3.3,2.3,12514070
Karapakkam,1586,100,2,2,4,Normal Sale,Yes,Others,NoSeWa,Gravel,RH,5,4.5,9779750
KK Nagar,2327,183,4,2,6,Family,Yes,Commercial,NoSewr ,Gravel,RH,4.7,3.2,18610560
KK Nagar,2008,23,3,2,5,AdjLand,No,Commercial,AllPub,Gravel,RH,2.6,3.9,16478960
KK Nagar,1303,74,1,1,3,Family,Yes,Others,NoSeWa,Gravel,RH,3.4,4.2,9356020
Adyar,846,80,1,1,3,Family,No,Others,ELO,No Access,C,2.3,3.5,5576560
Karapakkam,1428,123,2,2,4,AdjLand,Yes,Commercial,AllPub,No Access,C,3,2.2,10214750
Chrompet,877,39,1,1,3,Normal Sale,No,Commercial,ELO,Paved,RL,3.9,2.4,11046700
Velachery,1751,148,2,1,4,AbNormal,Yes,House,ELO,Paved,RM,2.7,4.6,10753720
Anna Nagar,1738,170,1,1,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RH,3.1,3.1,19240920
Adyar,985,73,1,1,3,Partial,Yes,House,ELO,Paved,RM,2.6,4.3,9715800
Adyar,766,81,1,1,2,AbNormal,Yes,House,NoSeWa,Gravel,I,2.9,3.1,7638500
Karapakkam,1196,18,1,1,3,Normal Sale,Yes,Others,ELO,Gravel,RH,3.3,3.9,7955250
Chrompet,1128,141,1,1,3,Family,Yes,Others,NoSewr ,Gravel,RL,3.6,3.6,10897710
Chrompet,1092,179,1,1,3,Partial,No,Others,ELO,No Access,RL,4.4,3.1,7877290
KK Nagar,1973,58,3,2,5,Partial,Yes,Others,NoSewr ,Gravel,RM,3.3,2.5,12781400
KK Nagar,2447,113,4,2,6,Normal Sale,Yes,Others,NoSeWa,Paved,RL,4.9,4.8,13572840
Velachery,1736,164,2,1,4,Normal Sale,No,Others,NoSeWa,No Access,RL,2.3,2.5,9053300
Velachery,1559,107,2,1,4,AdjLand,Yes,Commercial,AllPub,Paved,C,2.5,4.7,12999460
Anna Nagar,1708,76,1,1,4,AdjLand,Yes,House,NoSeWa,Paved,RH,2.9,3.3,12590750
Karapakkam,517,13,1,1,2,Family,No,Commercial,NoSewr ,Paved,RM,2.1,2.5,6830000
Karapakkam,1403,144,2,2,4,AbNormal,No,Commercial,NoSewr ,Gravel,RL,2.7,3.7,11971000
Karapakkam,1085,84,1,1,3,Family,Yes,Commercial,ELO,Paved,RH,3.8,2.4,9832750
Karapakkam,510,39,1,1,2,AdjLand,No,Others,NoSeWa,Paved,RM,2.6,2.1,6249500
Chrompet,1291,0,2,1,4,Partial,No,Others,NoSeWa,Paved,RL,2.8,2.5,9302420
Velachery,1961,34,3,2,5,AbNormal,Yes,Commercial,NoSewr ,Gravel,I,3.3,4.7,15931810
Adyar,766,179,1,1,2,Partial,No,Commercial,AllPub,Paved,RL,4.3,3.3,10605950
Adyar,1169,145,1,1,3,AbNormal,Yes,Commercial,NoSewr ,Gravel,RL,3.7,3.5,15089800
Karapakkam,1401,77,2,2,4,Partial,Yes,House,NoSewr ,Gravel,RH,2.5,4.9,8802250
Chrompet,946,47,1,1,3,AbNormal,No,Commercial,NoSewr ,Paved,RL,2.4,2.3,11659850
Adyar,829,144,1,1,3,AdjLand,Yes,Others,ELO,No Access,RL,4.5,4.2,8713470
KK Nagar,2276,30,4,2,6,Family,No,Commercial,NoSewr ,Paved,RL,3,3.5,17426900
T Nagar,1861,132,2,1,5,AbNormal,No,Others,ELO,Paved,RM,2.1,4.1,14480160
Velachery,1616,67,2,1,4,AbNormal,Yes,House,ELO,Paved,RH,5,2.7,8860120
Karapakkam,1505,7,2,2,4,AdjLand,No,House,NoSewr ,No Access,RM,3.8,2.6,8461750
Karapakkam,1072,67,1,1,3,Family,Yes,House,ELO,No Access,RL,4.7,2.7,6677000
Karapakkam,1253,60,1,1,3,Partial,No,Others,AllPub,Gravel,RM,3.8,3.1,8967625
Velachery,1859,184,3,2,5,AdjLand,No,House,NoSeWa,Gravel,RM,4,3.8,11347040
Velachery,1805,81,3,2,5,AbNormal,No,Commercial,NoSeWa,No Access,RH,2.2,2,13461540
Chrompet,1274,195,2,1,4,Partial,No,Others,AllPub,Gravel,RM,4.8,4.4,11289880
T Nagar,1709,140,1,1,4,AbNormal,No,Commercial,AllPub,Paved,RM,3.5,3.8,19959060
Anna Nagar,1909,151,2,1,5,Partial,No,House,NoSewr ,Paved,RM,4,2.7,13381530
Velachery,1591,154,2,1,4,Partial,No,Commercial,ELO,Gravel,RL,2,2.4,13522410
Velachery,1674,103,2,1,4,AbNormal,Yes,Commercial,NoSewr ,Paved,I,4.4,3.6,14376860
Anna Nagar,1730,138,1,1,4,Family,No,Others,ELO,Gravel,RM,4.4,2.2,13937920
Karapakkam,838,132,1,1,2,AbNormal,Yes,Others,NoSeWa,Gravel,A,3.4,2.9,5448750
Velachery,1718,2,2,1,4,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RL,4.8,2.5,16246070
Velachery,1863,21,3,2,5,Family,Yes,Others,ELO,Paved,RL,3.9,3.2,11077460
Chrompet,746,128,1,1,2,AdjLand,Yes,House,NoSeWa,Paved,RM,2.1,3.2,8834250
Chrompet,940,106,1,1,3,AdjLand,No,House,NoSewr ,Gravel,RM,3.4,3.7,9446200
T Nagar,1569,97,1,1,4,Partial,No,Others,AllPub,Gravel,RH,3.3,3.3,12196510
KK Nagar,2219,94,3,2,5,Partial,Yes,House,NoSewr ,Gravel,RL,5,3.8,12382360
Karapakkam,843,73,1,1,2,AdjLand,No,Others,NoSeWa,Gravel,A,2.3,2.9,5016625
T Nagar,1779,44,1,1,4,Family,No,Others,ELO,No Access,RM,4.1,3.1,13081220
Karapakkam,543,59,1,1,2,AdjLand,No,Commercial,AllPub,No Access,A,4.6,3.2,4521500
KK Nagar,2215,162,3,2,5,Family,No,Commercial,AllPub,Gravel,RL,4.8,3,17812120
Karapakkam,551,141,1,1,2,Family,Yes,Commercial,AllPub,Paved,A,4.3,3.1,5162250
Karapakkam,692,13,1,1,2,Partial,Yes,House,NoSeWa,Paved,C,3,4,4485750
KK Nagar,2432,100,4,2,6,AdjLand,Yes,Others,AllPub,Gravel,RH,2.3,4.1,13849520
Chrompet,892,97,1,1,3,Normal Sale,No,Commercial,NoSewr ,Gravel,RH,2.8,4.2,10753200
KK Nagar,1734,61,2,1,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RM,4.1,4.1,15722880
Adyar,944,97,1,1,3,AbNormal,No,Others,AllPub,No Access,I,2.3,2.7,7028960
Velachery,1924,121,3,2,5,Normal Sale,Yes,House,NoSewr ,Paved,RL,3.4,3,11095900
Anna Nagar,1688,167,1,1,4,Partial,No,House,NoSewr ,Paved,RH,5,3.4,10560230
KK Nagar,1721,61,2,1,4,Partial,No,Others,AllPub,Gravel,RL,4.8,5,10728800
Chrompet,745,109,1,1,2,AdjLand,Yes,Commercial,NoSeWa,Gravel,RH,2.9,2.1,10609450
Karapakkam,1590,134,2,2,4,AbNormal,Yes,Commercial,AllPub,Paved,C,4.5,4.5,11415250
KK Nagar,1719,113,2,1,4,Partial,Yes,Commercial,NoSeWa,Paved,RM,4,4.6,15598600
Chrompet,838,53,1,1,3,Partial,Yes,House,NoSeWa,Paved,RH,2.3,2.9,7812900
KK Nagar,1941,174,3,2,5,AbNormal,No,Others,NoSeWa,Gravel,RM,2,2.9,12045160
Chrompet,1215,30,2,1,4,Family,No,Others,AllPub,Paved,RM,4.1,3.2,10569900
Karapakkam,926,89,1,1,3,AdjLand,Yes,House,NoSewr ,Paved,A,2.3,4,5561250
Anna Nagar,1609,125,1,1,4,AbNormal,No,Others,AllPub,No Access,RH,4.9,3.6,11671660
Chrompet,1226,118,2,1,4,Family,Yes,Others,ELO,Paved,RH,4.6,2.8,10133720
KK Nagar,1478,129,2,1,4,AdjLand,No,House,NoSewr ,Gravel,RM,3.3,5,10119880
Chrompet,1041,174,1,1,3,Partial,Yes,Commercial,AllPub,Paved,RM,2.8,4.2,13933850
Karapakkam,1420,132,2,2,4,AdjLand,No,Others,AllPub,Gravel,RH,3.9,3.2,8222000
Anna Nagar,1933,145,2,1,5,AdjLand,No,Commercial,AllPub,Gravel,RM,4.6,3.3,22593290
Chrompet,1093,173,1,1,3,Family,No,Others,NoSewr ,Paved,RM,4,2.7,9652510
Velachery,1683,26,2,1,4,AbNormal,No,Others,ELO,Paved,I,2.3,2.2,8581000
Adyar,1165,153,1,1,3,Normal Sale,Yes,House,ELO,Paved,A,4.4,4.3,7605945
Chrompet,1083,54,1,1,3,AdjLand,No,Commercial,NoSewr ,Paved,RM,2.6,2.5,13129250
KK Nagar,2004,105,3,2,5,Partial,No,House,AllPub,Paved,RL,3.1,2.7,10047540
Chrompet,1102,94,1,1,3,Partial,Yes,House,ELO,Paved,RL,4.1,3.5,8911850
Velachery,1565,88,2,1,4,AbNormal,Yes,Commercial,AllPub,Gravel,I,4.8,2.9,13874910
T Nagar,1938,200,2,1,5,AdjLand,No,House,NoSeWa,No Access,RL,4.7,4.1,12798530
Velachery,1615,63,2,1,4,Family,No,House,ELO,Gravel,RH,3.8,3.4,9003860
Karapakkam,746,13,1,1,2,Partial,Yes,Commercial,AllPub,Paved,RM,3.7,2.3,9029500
Chrompet,824,166,1,1,3,AdjLand,Yes,Commercial,NoSewr ,No Access,RL,3.6,4.1,11570100
KK Nagar,2432,10,4,2,6,Family,Yes,Others,NoSeWa,Gravel,RL,3,4.6,13902360
Karapakkam,645,38,1,1,2,Family,No,Commercial,NoSewr ,Gravel,RL,2,4.1,7575500
Velachery,1850,56,3,2,5,Partial,Yes,Others,NoSewr ,No Access,C,3.7,2.9,9150230
KK Nagar,1985,58,3,2,5,Normal Sale,No,House,NoSeWa,Gravel,RH,2.8,3,9893420
Karapakkam,1031,191,1,1,3,AbNormal,Yes,House,ELO,Gravel,I,3,4.2,7121000
Velachery,1604,121,2,1,4,Partial,No,House,NoSewr ,Paved,A,3.4,3.1,6334300
Adyar,640,120,1,1,2,AdjLand,Yes,Commercial,ELO,No Access,I,4.4,2.4,8739135
Anna Nagar,1666,136,1,1,4,AdjLand,Yes,Others,ELO,No Access,RL,4.8,3.7,13390780
Karapakkam,770,131,1,1,2,Partial,Yes,Commercial,NoSewr ,Paved,C,2.7,2,6386750
T Nagar,1815,23,2,1,5,AbNormal,Yes,Commercial,NoSeWa,Paved,RL,3.3,3.1,21165570
KK Nagar,2203,180,3,2,5,Normal Sale,Yes,Commercial,AllPub,Paved,RL,3.4,3.9,18055240
Karapakkam,1194,56,1,1,3,Partial,No,House,NoSeWa,Gravel,RH,3.1,2.9,6501500
Velachery,1832,26,3,2,5,AdjLand,No,Others,AllPub,Gravel,RM,4.4,3.4,12583340
Karapakkam,639,147,1,1,2,AbNormal,No,Commercial,NoSewr ,Gravel,RH,3.7,2.4,7112250
Anna Nagar,1638,177,1,1,4,AbNormal,No,House,NoSewr ,No Access,RL,4.4,2.1,10983530
Velachery,1800,88,2,1,4,Partial,No,Commercial,ELO,Gravel,RM,2.8,4.7,15728210
Karapakkam,909,141,1,1,3,AbNormal,Yes,Commercial,AllPub,Paved,RM,3.6,3,10578000
Karapakkam,1184,144,1,1,3,AbNormal,Yes,House,AllPub,Gravel,RL,2.1,2.4,8425000
Velachery,1803,96,3,2,5,AdjLand,Yes,House,NoSewr ,Gravel,RL,3.7,3,11541320
Chrompet,713,30,1,1,2,Family,No,House,NoSeWa,Gravel,RM,4.5,4.3,7865000
Velachery,1624,117,2,1,4,Family,Yes,House,AllPub,No Access,A,5,3.5,7269300
Adyar,1077,168,1,1,3,AbNormal,Yes,Others,AllPub,Gravel,I,3,3.7,9801720
KK Nagar,1729,112,2,1,4,Partial,No,House,NoSewr ,Gravel,RH,4.6,3,8896740
Chrompet,1065,117,1,1,3,Partial,No,Commercial,NoSewr ,Gravel,RH,4.4,4.2,12311250
Anna Nagar,1671,137,1,1,4,AdjLand,Yes,House,NoSeWa,No Access,RL,2.6,2.8,12256520
Karapakkam,510,99,1,1,2,AbNormal,Yes,Others,NoSeWa,Paved,RM,2.8,2.2,6583500
Adyar,1181,160,1,1,3,AdjLand,No,House,AllPub,No Access,RH,4.9,4.1,8557760
Chrompet,758,169,1,1,2,Normal Sale,No,Commercial,NoSeWa,Paved,RH,4.2,4.8,9440800
KK Nagar,2156,91,3,2,5,AbNormal,Yes,Others,NoSeWa,Paved,RL,2.9,3.8,12558620
KK Nagar,2004,106,3,2,5,AdjLand,Yes,House,NoSeWa,Paved,RM,4.8,3.7,12074700
Chrompet,1067,142,1,1,3,Partial,Yes,House,ELO,Paved,RH,4.5,3.5,8299100
Chrompet,1085,97,1,1,3,Family,No,House,AllPub,Paved,RL,2.6,2.9,8434850
Adyar,1064,75,1,1,3,Partial,No,Commercial,NoSeWa,Gravel,RM,3.6,4.4,14038465
Chrompet,739,142,1,1,2,Partial,No,Commercial,AllPub,No Access,RM,3.8,4.1,9729650
Anna Nagar,1829,67,2,1,5,AbNormal,Yes,House,NoSeWa,Paved,RH,4.9,2.9,12627130
T Nagar,1637,99,1,1,4,Family,Yes,House,NoSeWa,No Access,RM,2.6,2.8,11905180
Adyar,763,96,1,1,2,AbNormal,No,Others,NoSewr ,Gravel,RL,3.1,2.6,8182525
Adyar,1138,194,1,1,3,AbNormal,No,House,NoSeWa,Paved,I,4.2,2.3,7704145
Anna Nagar,1724,173,1,1,4,Partial,Yes,House,NoSeWa,Gravel,RL,3.3,3.1,12952940
Chrompet,1017,111,1,1,3,Normal Sale,Yes,Others,NoSeWa,No Access,RL,4.6,3.2,9255790
Karapakkam,732,56,1,1,2,AdjLand,No,Others,ELO,Paved,C,4.4,2.4,3974000
Velachery,1926,24,3,2,5,Normal Sale,No,Others,ELO,Paved,I,2.6,3.7,9477620
Chrompet,958,134,1,1,3,AdjLand,No,Others,NoSewr ,Gravel,RL,2,4.8,9318660
Velachery,1938,14,3,2,5,Family,No,Others,AllPub,No Access,C,3.3,3,8328830
Karapakkam,1362,91,2,2,4,AbNormal,No,Others,ELO,Paved,RM,3.2,5,8358250
Velachery,1627,192,2,1,4,AdjLand,No,Others,AllPub,No Access,I,3.1,3.4,8748900
Karapakkam,737,32,1,1,2,Partial,No,House,NoSewr ,Gravel,RL,3.2,3.8,6030000
Chrompet,726,27,1,1,2,AdjLand,No,Commercial,AllPub,Gravel,RM,2.4,2.8,11227800
KK Nagar,2189,96,3,2,5,Normal Sale,Yes,House,NoSewr ,Paved,RH,2.2,2.6,11132540
Adyar,890,179,1,1,3,AbNormal,Yes,Commercial,NoSeWa,No Access,RH,3.5,2,11045865
Chrompet,810,71,1,1,3,Family,No,House,NoSewr ,No Access,RM,2.1,3.5,7561350
Karapakkam,1592,95,2,2,4,Partial,Yes,House,NoSewr ,No Access,A,4.4,5,6433250
Adyar,1245,184,2,2,4,AdjLand,No,Others,ELO,Paved,A,4.5,3.3,8352235
KK Nagar,1479,19,2,1,4,Family,No,Commercial,NoSeWa,Gravel,RL,3.8,3.7,13025840
Chrompet,1259,157,2,1,4,AdjLand,Yes,Others,NoSeWa,Gravel,RM,2.9,3.4,12017530
KK Nagar,2042,70,3,2,5,Family,Yes,Others,AllPub,Paved,RL,4.7,4.4,12386540
Karapakkam,663,95,1,1,2,AdjLand,Yes,Commercial,AllPub,Gravel,RM,5,4.2,9938250
KK Nagar,2439,41,4,2,6,Partial,Yes,Others,AllPub,Paved,RL,4.5,5,13774720
T Nagar,1888,52,2,1,5,Partial,Yes,Others,ELO,No Access,RM,2.4,2.6,14042030
Karapakkam,1655,15,2,2,4,Family,Yes,Commercial,AllPub,No Access,I,3.7,2.1,11697500
Adyar,1197,48,1,1,3,AdjLand,Yes,Others,NoSewr ,No Access,A,3.3,3,8116035
Adyar,966,175,1,1,3,Partial,Yes,Commercial,NoSewr ,No Access,RL,4.6,2.1,12584475
Karapakkam,807,42,1,1,2,AdjLand,No,Others,NoSeWa,No Access,C,2.3,3.8,3953125
Chrompet,862,192,1,1,3,Partial,Yes,Commercial,NoSeWa,Paved,RL,3.4,4.5,11637200
Velachery,1625,78,2,1,4,AdjLand,No,Commercial,AllPub,No Access,RL,3.3,2.3,14013210
Chrompet,1143,153,1,1,3,AbNormal,No,Commercial,AllPub,Paved,RH,4,3.6,12525300
Chrompet,967,116,1,1,3,AdjLand,Yes,Commercial,ELO,Gravel,RM,2.5,4.5,14064400
Chrompet,1168,116,1,1,3,Family,Yes,Commercial,ELO,Paved,RH,3.9,4.1,13063900
Velachery,1744,55,2,1,4,AbNormal,No,Commercial,NoSewr ,No Access,RM,4.4,4.5,15120240
Velachery,1966,95,3,2,5,AbNormal,No,Others,AllPub,Gravel,RH,2,3.9,11354230
Velachery,1722,112,2,1,4,AbNormal,Yes,Others,NoSewr ,No Access,RL,3.7,2.1,10728940
Velachery,1541,165,2,1,4,Normal Sale,Yes,Others,AllPub,Paved,A,2.9,3.9,7851840
KK Nagar,1409,85,2,1,4,Normal Sale,No,House,NoSewr ,Paved,RL,4.8,4.7,8545660
KK Nagar,1936,67,3,2,5,Family,Yes,Commercial,AllPub,Paved,RL,2,3.3,16549820
KK Nagar,2474,113,4,2,6,Partial,No,Others,NoSeWa,Gravel,RL,2.1,3.9,12913500
Chrompet,1217,140,2,1,4,AbNormal,No,House,NoSewr ,Paved,RL,4.8,4.1,8829350
Chrompet,1057,143,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Gravel,RL,2,4.1,13875150
Chrompet,955,98,1,1,3,Normal Sale,No,Commercial,ELO,Gravel,RM,4.9,3.8,12610500
T Nagar,1608,140,1,1,4,AdjLand,Yes,Commercial,NoSewr ,No Access,RM,4.3,2.9,19359180
Chrompet,1010,200,1,1,3,Family,No,House,AllPub,No Access,RL,5,4.9,7368100
Chrompet,1170,177,1,1,3,Family,No,Commercial,NoSewr ,Gravel,RM,4.4,4.6,14029100
Karapakkam,982,177,1,1,3,Family,Yes,Others,NoSeWa,Paved,A,4.5,2.1,5028250
Karapakkam,763,126,1,1,2,Family,No,House,NoSeWa,Paved,RM,5,4.1,6321500
Adyar,778,164,1,1,2,AbNormal,No,House,ELO,Paved,I,2.8,2.2,5856595
Karapakkam,1502,193,2,2,4,Normal Sale,Yes,House,NoSeWa,Paved,I,2.7,4.1,7825250
Adyar,1110,53,1,1,3,Family,Yes,Others,NoSewr ,No Access,RM,4,3.6,10708380
Chrompet,759,50,1,1,2,Family,No,Others,AllPub,No Access,RM,4.1,2,7372180
Anna Nagar,1789,11,1,1,4,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RM,4.9,2.6,21512830
Velachery,1884,73,3,2,5,Partial,Yes,Commercial,ELO,No Access,RL,2.9,2.1,15533370
Chrompet,1181,145,1,1,3,AdjLand,Yes,Others,ELO,Gravel,RL,2.6,3.6,11371920
KK Nagar,1567,199,2,1,4,Partial,No,Others,NoSeWa,Gravel,RM,2.2,4.5,10388980
Karapakkam,686,71,1,1,2,Partial,No,House,NoSewr ,No Access,RL,3.9,4.3,4762750
Velachery,1630,86,2,1,4,Family,No,Others,AllPub,No Access,RH,2.8,3.1,8689410
KK Nagar,1503,121,2,1,4,Partial,Yes,House,NoSewr ,Gravel,RM,3.9,4,10790620
Velachery,1754,94,2,1,4,Normal Sale,Yes,Others,AllPub,Paved,RL,2.1,2.6,11481960
Karapakkam,1299,87,1,1,3,Normal Sale,No,Commercial,ELO,Paved,C,4.8,4.3,8259750
Chrompet,983,8,1,1,3,AdjLand,Yes,Others,AllPub,No Access,RL,4.3,3.9,9346410
T Nagar,1708,156,1,1,4,AbNormal,Yes,Commercial,ELO,Gravel,RM,3.7,2.6,20841430
Chrompet,1230,17,2,1,4,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RL,3.4,3.9,15118500
Velachery,1760,30,2,1,4,AdjLand,Yes,Commercial,ELO,Gravel,C,4.8,4.3,15202400
Chrompet,1180,176,1,1,3,Normal Sale,Yes,House,NoSeWa,Paved,RH,2,2.2,8628250
T Nagar,1915,195,2,1,5,AbNormal,Yes,Others,NoSewr ,Paved,RM,3.6,3.8,15486610
Karapakkam,1533,181,2,2,4,Normal Sale,No,Commercial,NoSeWa,No Access,RM,3,3.9,11377000
Karapakkam,534,181,1,1,2,Partial,No,Others,AllPub,Gravel,RH,4.5,4,5378000
KK Nagar,1404,36,2,1,4,Partial,Yes,House,AllPub,Gravel,RM,3.1,2.5,10334640
Chrompet,949,90,1,1,3,Normal Sale,Yes,House,ELO,No Access,RH,4.4,2.9,7774950
Velachery,1876,117,3,2,5,Partial,No,House,NoSewr ,No Access,RL,3.9,3.3,9235150
Chrompet,753,56,1,1,2,AdjLand,Yes,House,AllPub,Gravel,RM,3.6,2.4,9266600
